gene_symbol,gene_name,regulation,entrez_id,p_value,BH_adjusted_p_value,bonferroni_p_value,probe_id,X,probe_name,is_reannotated,chromosome
VPS37D,VPS37D subunit of ESCRT-I,Up,155382,0.1684692902196003,0.4513246314229742,1,1016881,44707,A_23_P409417,FALSE,chr7
SLC8A1,solute carrier family 8 member A1,Down,6546,0.16857859472031508,0.4514966695718735,1,1051433,35457,A_32_P147078,FALSE,chr2
C12orf73,chromosome 12 open reading frame 73,Up,728568,0.16863326692509564,0.45152233555826415,1,1019333,44816,A_24_P769672,FALSE,chr12
PCMT1,protein-L-isoaspartate (D-aspartate) O-methyltransferase,Up,5110,0.16885208880938474,0.4519696295900075,1,1053314,36923,A_24_P140827,FALSE,chr6
CX3CR1,C-X3-C motif chemokine receptor 1,Up,1524,0.16896157961202238,0.4519696295900075,1,1057821,40514,A_23_P407565,FALSE,chr3
CADM4,cell adhesion molecule 4,Down,199731,0.16896157961202238,0.4519696295900075,1,1033566,19298,A_23_P5064,FALSE,chr19
ACTR2,actin related protein 2,Up,10097,0.16901634498380952,0.4519696295900075,1,1021136,46347,A_24_P272352,TRUE,chr2
PITPNA,phosphatidylinositol transfer protein alpha,Up,5306,0.16907112367127705,0.4519696295900075,1,1053032,36687,A_24_P942354,FALSE,chr17
CCDC90B,coiled-coil domain containing 90B,Up,60492,0.16907112367127705,0.4519696295900075,1,1040199,25416,A_23_P162127,FALSE,chr11
LILRB4,leukocyte immunoglobulin like receptor B4,Up,11006,0.169400075510777,0.45260735223183585,1,1010573,230,CUST_947_PI416379584,FALSE,chr19_GL949752v1_alt
PLXNA4,plexin A4,Up,91584,0.169400075510777,0.45260735223183585,1,1012030,1281,A_24_P772488,FALSE,chr7
TNKS2,tankyrase 2,Down,80351,0.16961964324379436,0.45295229531822845,1,1038486,23833,A_23_P12620,FALSE,chr10
KAT5,lysine acetyltransferase 5,Up,10524,0.16961964324379436,0.45295229531822845,1,1023235,10246,A_23_P138849,FALSE,chr11
ELF1,E74 like ETS transcription factor 1,Up,1997,0.16967456850433862,0.45297817355437137,1,1057284,46660,A_23_P2801,FALSE,chr13
EPS15L1,epidermal growth factor receptor pathway substrate 15 like 1,Up,58513,0.16978445902882056,0.453150738996431,1,1040305,25508,A_23_P38941,FALSE,chr19
DARS1,aspartyl-tRNA synthetase 1,Up,1615,0.16994939484682173,0.4531699806348348,1,1057731,40431,A_23_P108415,FALSE,chr2
PLAC9,placenta associated 9,Up,219348,0.17000440013390478,0.4531699806348348,1,1025947,12601,CUST_21_PI416573500,FALSE,chr10
ZNF217,zinc finger protein 217,Up,7764,0.17011445073880258,0.4531699806348348,1,1050142,34379,A_23_P210608,FALSE,chr20
MYO15B,myosin XVB,Down,80022,0.17011445073880258,0.4531699806348348,1,1032584,18403,A_32_P475513,TRUE,chr17
BAMBI,BMP and activin membrane bound inhibitor,Up,25805,0.17016949605965134,0.4531699806348348,1,1045330,30054,A_23_P52207,FALSE,chr10
RIMKLA,ribosomal modification protein rimK like family member A,Down,284716,0.17022455472812198,0.4531699806348348,1,1032410,18247,A_32_P95973,FALSE,chr1
ZNF423,zinc finger protein 423,Up,23090,0.17027962674573052,0.4531699806348348,1,1046037,30704,A_23_P88880,FALSE,chr16
DECR2,"2,4-dienoyl-CoA reductase 2",Up,26063,0.17027962674573052,0.4531699806348348,1,1045061,29804,A_23_P100315,FALSE,chr16_KI270854v1_alt
ZDHHC23,zinc finger DHHC-type containing 23,Up,254887,0.17027962674573052,0.4531699806348348,1,1032892,18685,A_23_P350689,FALSE,chr3
MCTS1,MCTS1 re-initiation and release factor,Up,28985,0.17027962674573052,0.4531699806348348,1,1020823,8309,A_23_P114282,FALSE,chrX
SCAMP2,secretory carrier membrane protein 2,Up,10066,0.17033471211399226,0.4531699806348348,1,1047871,32351,A_23_P385081,FALSE,chr15
UHMK1,U2AF homology motif kinase 1,Up,127933,0.17033471211399226,0.4531699806348348,1,1061295,42347,A_32_P84389,TRUE,chr1
FXYD1,FXYD domain containing ion transport regulator 1,Up,5348,0.1704449229085351,0.45322237334202614,1,1052974,36637,A_23_P108216,FALSE,chr19
PRKY,protein kinase Y-linked (pseudogene),Up,5616,0.1704449229085351,0.45322237334202614,1,1052640,36350,A_24_P186030,FALSE,chrY
GLDN,gliomedin,Down,342035,0.17055518712386455,0.4532335434634338,1,1031916,17819,A_24_P49199,FALSE,chr15
AATF,apoptosis antagonizing transcription factor,Up,26574,0.17055518712386455,0.4532335434634338,1,1022504,9673,A_24_P262395,FALSE,chr17_KI270857v1_alt
WDR70,WD repeat domain 70,Down,55100,0.1706103392681079,0.4532335434634338,1,1042300,27308,CUST_82_PI416261804,FALSE,chr5
PTPRJ,protein tyrosine phosphatase receptor type J,Down,5795,0.170720683637315,0.4532335434634338,1,1052432,36175,A_24_P921321,FALSE,chr11
CXXC5,CXXC finger protein 5,Up,51523,0.170720683637315,0.4532335434634338,1,1043325,46497,A_24_P930062,FALSE,chr5
MTFR1L,mitochondrial fission regulator 1 like,Up,56181,0.170720683637315,0.4532335434634338,1,1019318,7051,CUST_7018_PI416261804,FALSE,chr1
CENPQ,centromere protein Q,Down,55166,0.17110730993578396,0.4541395710832071,1,1042212,27229,A_23_P70328,FALSE,chr6
KCNQ3,potassium voltage-gated channel subfamily Q member 3,Up,3786,0.17121789492981151,0.45421872346682896,1,1054781,38186,CUST_401_PI416408490,FALSE,chr8
PAFAH1B1,platelet activating factor acetylhydrolase 1b regulatory subunit 1,Up,5048,0.1712732074905878,0.45421872346682896,1,1053379,36978,A_24_P356406,FALSE,chr17
SFR1,SWI5 dependent homologous recombination repair protein 1,Down,119392,0.1712732074905878,0.45421872346682896,1,1030715,16738,A_23_P413193,FALSE,chr10
TNFSF13B,TNF superfamily member 13b,Down,10673,0.17138387274720013,0.4543918723035377,1,1047082,31643,A_23_P14174,FALSE,chr13
GLT8D2,glycosyltransferase 8 domain containing 2,Up,83468,0.17149459152726676,0.45456507134834556,1,1038153,23519,A_23_P48198,FALSE,chr12
ZNF670,zinc finger protein 670,Down,93474,0.17154997099235902,0.4545915346698818,1,1036476,21962,A_23_P74981,FALSE,chr1
FRK,fyn related Src family tyrosine kinase,Up,2444,0.1718270691285816,0.4552053625009566,1,1059827,42038,A_32_P23525,TRUE,chr6
MFAP1,microfibril associated protein 1,Up,4236,0.171938002122817,0.4553787763178761,1,1054194,37701,A_23_P14636,FALSE,chr15
EMP2,epithelial membrane protein 2,Up,2013,0.1719934887130314,0.45540528714233125,1,1057275,40076,A_23_P106682,FALSE,chr16
CDH19,cadherin 19,Down,28513,0.1721045020871576,0.4554581617381856,1,1044418,29221,A_23_P38735,FALSE,chr18
BEX1,brain expressed X-linked 1,Up,55859,0.17216002887406973,0.4554581617381856,1,1041481,26560,A_23_P159952,FALSE,chrX
LRR1,leucine rich repeat protein 1,Down,122769,0.17216002887406973,0.4554581617381856,1,1025984,12637,CUST_1983_PI416261804,FALSE,chr14
NEAT1,nuclear paraspeckle assembly transcript 1,Down,283131,0.17221556906288063,0.4554581617381856,1,1022172,9390,A_24_P566916,FALSE,chr11
PNPLA4,patatin like phospholipase domain containing 4,Down,8228,0.17227112265508918,0.4554581617381856,1,1011095,599,A_24_P943815,FALSE,chrX
SNX4,sorting nexin 4,Up,8723,0.17232668965219375,0.4554581617381856,1,1049381,33695,A_23_P72568,FALSE,chr3
VAMP5,vesicle associated membrane protein 5,Up,10791,0.1723822700556926,0.4554581617381856,1,1046961,31540,A_23_P39840,FALSE,chr2
CLIC1,chloride intracellular channel 1,Up,1192,0.1724378638670831,0.4554581617381856,1,1058154,40813,A_23_P30884,FALSE,chr6_GL000253v2_alt
SCN4B,sodium voltage-gated channel beta subunit 4,Up,6330,0.17249347108786225,0.4554581617381856,1,1051794,35712,A_23_P303833,FALSE,chr11
TLE1,"TLE family member 1, transcriptional corepressor",Down,7088,0.17254909171952668,0.4554581617381856,1,1050759,34905,A_23_P135239,FALSE,chr9
SIN3B,SIN3 transcription regulator family member B,Up,23309,0.17254909171952668,0.4554581617381856,1,1045828,30506,CUST_970_PI416379584,FALSE,chr19
FMR1,FMRP translational regulator 1,Down,2332,0.17260472576357244,0.4554581617381856,1,1056910,39752,CUST_267_PI416408490,FALSE,chrX
TMEM98,transmembrane protein 98,Down,26022,0.17260472576357244,0.4554581617381856,1,1022006,9247,A_23_P27035,FALSE,chr17
GPR83,G protein-coupled receptor 83,Up,10888,0.17271603409478997,0.45563181386333684,1,1046866,31451,CUST_11500_PI416261804,FALSE,chr11
DRAM1,DNA damage regulated autophagy modulator 1,Up,55332,0.17277170838495143,0.45565864834524716,1,1041971,27008,A_23_P99163,FALSE,chr12
SOHLH1,spermatogenesis and oogenesis specific basic helix-loop-helix 1,Down,402381,0.1729388117715758,0.455979268320316,1,1023962,10879,A_24_P307964,FALSE,chr9
PSMD6,"proteasome 26S subunit, non-ATPase 6",Up,9861,0.17299453974414114,0.4560061387201446,1,1048087,32552,CUST_5640_PI416261804,FALSE,chr3
FLNC,filamin C,Up,2318,0.17310603596376217,0.4561799589845038,1,1018612,6508,A_24_P77968,FALSE,chr7
ANXA4,annexin A4,Up,307,0.17316180421380087,0.4562068685601162,1,1059191,41720,CUST_10186_PI416261804,FALSE,chr2
CHPF,chondroitin polymerizing factor,Up,79586,0.17321758589264638,0.45623379935006864,1,1039203,24504,A_23_P131289,FALSE,chr2
C2CD2L,C2CD2 like,Up,9854,0.17355255805408504,0.4568757403663532,1,1048094,32559,A_23_P353056,FALSE,chr11
CHODL,chondrolectin,Up,140578,0.17355255805408504,0.4568757403663532,1,1034979,20586,A_23_P68669,FALSE,chr21
FANCL,FA complementation group L,Down,55120,0.17360843377628002,0.456902721638809,1,1016198,4629,A_23_P131383,FALSE,chr2
MRPS31,mitochondrial ribosomal protein S31,Down,10240,0.17372022554430414,0.4570768099318606,1,1047659,32163,A_23_P162807,FALSE,chr13
SCPEP1,serine carboxypeptidase 1,Up,59342,0.17394397041649484,0.45754529018933,1,1040260,25467,A_23_P152548,FALSE,chr17
PSMA2,proteasome 20S subunit alpha 2,Up,5683,0.17416793048271803,0.45789384506535524,1,1052572,36292,A_23_P345591,FALSE,chr7
VEGFA,vascular endothelial growth factor A,Down,7422,0.17416793048271803,0.45789384506535524,1,1027312,13760,A_23_P70398,FALSE,chr6
USP9X,ubiquitin specific peptidase 9 X-linked,Up,8239,0.1742239541344656,0.4579209125203513,1,1021946,9210,CUST_10333_PI416261804,FALSE,chrX
DEPP1,DEPP1 autophagy regulator,Up,11067,0.17433604181056414,0.4579365310860071,1,1046635,31256,A_24_P329795,FALSE,chr10
FAM234B,family with sequence similarity 234 member B,Down,57613,0.17439210583787693,0.4579365310860071,1,1023854,10780,A_23_P394567,FALSE,chr12
CCDC85A,coiled-coil domain containing 85A,Up,114800,0.17444818332667242,0.4579365310860071,1,1014186,3031,CUST_186_PI416261804,FALSE,chr2
SLIT2,slit guidance ligand 2,Up,9353,0.17450427427843052,0.4579365310860071,1,1048695,33083,CUST_14951_PI416261804,FALSE,chr4
SMTN,smoothelin,Up,6525,0.17450427427843052,0.4579365310860071,1,1027816,14227,A_23_P211428,FALSE,chr22
SNRNP35,small nuclear ribonucleoprotein U11/U12 subunit 35,Down,11066,0.17450427427843052,0.4579365310860071,1,1024426,11309,A_23_P159101,FALSE,chr12
IFRD2,interferon related developmental regulator 2,Down,7866,0.1746164965767505,0.45811097634780706,1,1050074,34319,CUST_6638_PI416261804,FALSE,chr3
DUSP16,dual specificity phosphatase 16,Down,80824,0.17467262792626934,0.45813821269084887,1,1061085,42287,A_23_P353905,FALSE,chr12
MTTP,microsomal triglyceride transfer protein,Up,4547,0.17478493103341383,0.4581927485258131,1,1053986,37521,A_23_P213171,FALSE,chr4
SATL1,spermidine/spermine N1-acetyl transferase like 1,Down,340562,0.17478493103341383,0.4581927485258131,1,1024421,11305,CUST_161_PI416379584,FALSE,chrX
HTR1A,5-hydroxytryptamine receptor 1A,Up,3350,0.17489728802787977,0.4582096625158221,1,1062792,46084,A_32_P143778,TRUE,chr5
ABCB1,ATP binding cassette subfamily B member 1,Up,5243,0.17495348673654892,0.4582096625158221,1,1053121,36764,A_23_P82523,FALSE,chr7
NR2F1,nuclear receptor subfamily 2 group F member 1,Up,7025,0.17495348673654892,0.4582096625158221,1,1050848,45744,CUST_1381_PI416379584,FALSE,chr5
UGDH,UDP-glucose 6-dehydrogenase,Down,7358,0.1750096989214759,0.4582096625158221,1,1050469,34672,A_23_P167067,FALSE,chr4
PER1,period circadian regulator 1,Down,5187,0.17506592458413575,0.4582096625158221,1,1053196,36829,A_23_P89589,FALSE,chr17
CNOT8,CCR4-NOT transcription complex subunit 8,Down,9337,0.17506592458413575,0.4582096625158221,1,1048714,33100,CUST_9199_PI416261804,FALSE,chr5
CIDEC,cell death inducing DFFA like effector c,Up,63924,0.17523468245325288,0.45853151557012656,1,1040101,25322,A_23_P92025,FALSE,chr3
SZT2,SZT2 subunit of KICSTOR complex,Down,23334,0.17540356167501234,0.45885351792413104,1,1045809,30489,A_23_P51639,FALSE,chr1
GGACT,gamma-glutamylamine cyclotransferase,Down,87769,0.17562892281015133,0.4593230694752822,1,1016003,4479,A_32_P110872,FALSE,chr13
POMC,proopiomelanocortin,Down,5443,0.17568529682507117,0.4593505384872748,1,1052870,36551,A_23_P5875,FALSE,chr2
NFE2L2,"nuclear factor, erythroid 2 like 2",Down,4780,0.1757416843353836,0.4593780284350121,1,1053739,37295,A_23_P5761,FALSE,chr2
RNF123,ring finger protein 123,Up,63891,0.1758544998480595,0.4595529648952161,1,1040136,25356,CUST_12322_PI416261804,FALSE,chr3
SRF,serum response factor,Down,6722,0.17613677490185264,0.45993055120395104,1,1051150,35237,A_24_P346277,FALSE,chr6
USP31,ubiquitin specific peptidase 31,Down,57478,0.17613677490185264,0.45993055120395104,1,1040642,25824,A_24_P147263,FALSE,chr16
TMEM179B,transmembrane protein 179B,Up,374395,0.17613677490185264,0.45993055120395104,1,1031658,17578,A_24_P161959,FALSE,chr11
ZNF12,zinc finger protein 12,Down,7559,0.17624977946299716,0.4599857418666806,1,1050264,34491,A_23_P31335,FALSE,chr7
TDRD3,tudor domain containing 3,Down,81550,0.17624977946299716,0.4599857418666806,1,1013560,2502,CUST_13442_PI416261804,FALSE,chr13
DNM2,dynamin 2,Up,1785,0.1763628380643615,0.46004101598763114,1,1023648,10612,A_23_P407074,FALSE,chr19
ERI2,ERI1 exoribonuclease family member 2,Down,112479,0.1763628380643615,0.46004101598763114,1,1020366,7910,CUST_8805_PI416261804,FALSE,chr16
DNAJB5,DnaJ heat shock protein family (Hsp40) member B5,Up,25822,0.17670233822679698,0.46076975028895756,1,1016030,4495,A_23_P112241,FALSE,chr9
EMX2OS,EMX2 opposite strand/antisense RNA,Down,196047,0.1767589689048061,0.46076975028895756,1,1021769,9054,A_24_P892472,FALSE,chr10
FMN2,formin 2,Down,56776,0.17681561310602437,0.46076975028895756,1,1029727,15869,A_32_P201897,FALSE,chr1
METTL5,methyltransferase like 5,Up,29081,0.17687227083191062,0.46076975028895756,1,1044328,45555,A_23_P142634,FALSE,chr2
KIAA2013,KIAA2013,Down,90231,0.17687227083191062,0.46076975028895756,1,1067618,43940,A_23_P51346,FALSE,chr1
ATAD2,ATPase family AAA domain containing 2,Down,29028,0.17698562686352143,0.4608252905385605,1,1044351,29165,A_23_P216068,FALSE,chr8
RPTOR,regulatory associated protein of MTOR complex 1,Down,57521,0.17698562686352143,0.4608252905385605,1,1040613,25801,A_23_P384499,FALSE,chr17
SC5D,sterol-C5-desaturase,Up,6309,0.17704232517216156,0.4608530918310439,1,1024163,11067,A_23_P372888,FALSE,chr11
ZNF782,zinc finger protein 782,Down,158431,0.17709903701130117,0.46088091388543917,1,1034104,19790,CUST_1059_PI416379584,FALSE,chr9
KHDRBS3,"KH RNA binding domain containing, signal transduction associated 3",Up,10656,0.17715576238239675,0.4609087566893533,1,1047112,31667,A_23_P257335,FALSE,chr8
MATK,megakaryocyte-associated tyrosine kinase,Down,4145,0.1772125012869044,0.4609366202304054,1,1029573,15734,A_23_P50678,FALSE,chr19
FAH,fumarylacetoacetate hydrolase,Up,2184,0.17732601970197792,0.4609992273691232,1,1057077,39894,A_23_P129221,FALSE,chr15
WDR92,WD repeat domain 92,Up,116143,0.17738279921545347,0.4609992273691232,1,1036081,21595,A_32_P165113,FALSE,chr2
DEDD2,death effector domain containing 2,Up,162989,0.17749639886155247,0.4609992273691232,1,1033937,19632,A_24_P207479,FALSE,chr19
CCNE1,cyclin E1,Up,898,0.17755321899708262,0.4609992273691232,1,1058521,41116,CUST_14613_PI416261804,FALSE,chr19
TSR2,TSR2 ribosome maturation factor,Up,90121,0.17755321899708262,0.4609992273691232,1,1036929,22377,A_23_P414269,FALSE,chrX
PGK1,phosphoglycerate kinase 1,Up,5230,0.17772376067102538,0.4609992273691232,1,1053136,36778,A_23_P125829,FALSE,chrX
ELOVL5,ELOVL fatty acid elongase 5,Down,60481,0.17772376067102538,0.4609992273691232,1,1040215,25429,A_23_P156497,FALSE,chr6
C2orf73,chromosome 2 open reading frame 73,Down,129852,0.17772376067102538,0.4609992273691232,1,1019076,6870,A_24_P58488,FALSE,chr2
TPRKB,TP53RK binding protein,Down,51002,0.17778063498962912,0.4609992273691232,1,1043900,28754,A_23_P5757,FALSE,chr2
OLA1,Obg like ATPase 1,Up,29789,0.17778063498962912,0.4609992273691232,1,1029833,15963,A_24_P114438,FALSE,chr2
SMAD1,SMAD family member 1,Up,4086,0.17783752285762897,0.4609992273691232,1,1054438,37891,A_24_P71938,FALSE,chr4
CHMP4A,charged multivesicular body protein 4A,Up,29082,0.17783752285762897,0.4609992273691232,1,1044326,29143,A_23_P106226,FALSE,chr14
MYADML2,myeloid associated differentiation marker like 2,Up,255275,0.17783752285762897,0.4609992273691232,1,1021734,9023,A_24_P110331,TRUE,chr17
HPF1,histone PARylation factor 1,Down,54969,0.1778944242764749,0.4609992273691232,1,1042445,27440,A_23_P60506,FALSE,chr4
CACNA1D,calcium voltage-gated channel subunit alpha1 D,Down,776,0.17800826777250314,0.4609992273691232,1,1012625,1749,A_23_P365767,FALSE,chr3
ADCY5,adenylate cyclase 5,Up,111,0.17800826777250314,0.4609992273691232,1,1059395,41903,A_23_P136623,FALSE,chr3
OVOL2,ovo like zinc finger 2,Up,58495,0.17806520985258323,0.4609992273691232,1,1040326,25528,A_23_P143348,FALSE,chr20
GPR150,G protein-coupled receptor 150,Up,285601,0.17806520985258323,0.4609992273691232,1,1064467,43165,A_23_P213527,TRUE,chr5
INA,internexin neuronal intermediate filament protein alpha,Down,9118,0.17812216548930485,0.46102749165414797,1,1048967,33318,A_23_P35444,FALSE,chr10
RSU1,Ras suppressor protein 1,Up,6251,0.17835012363155034,0.4614356672807839,1,1051875,35780,A_23_P138417,FALSE,chr10
PDE6B,phosphodiesterase 6B,Down,5158,0.17840714707318317,0.4614356672807839,1,1010934,486,A_23_P22143,FALSE,chr4
EGFL7,EGF like domain multiple 7,Down,51162,0.17846418408013542,0.4614356672807839,1,1030711,16734,A_32_P210642,FALSE,chr9
STX19,syntaxin 19,Down,415117,0.17846418408013542,0.4614356672807839,1,1031087,17072,CUST_148_PI416379584,FALSE,chr3
OBSCN,"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF",Down,84033,0.17852123465385175,0.4614640278326462,1,1037909,23288,A_24_P119685,FALSE,chr1
NSMCE1,"NSE1 homolog, SMC5-SMC6 complex component",Down,197370,0.17869246779002254,0.4617874509546544,1,1033580,19312,CUST_5368_PI416261804,FALSE,chr16
ERBB3,erb-b2 receptor tyrosine kinase 3,Down,2065,0.17909248688047716,0.462610872473675,1,1024179,11082,CUST_1390_PI416379584,FALSE,chr12
RRN3,"RRN3 homolog, RNA polymerase I transcription factor",Up,54700,0.17914968678379387,0.462610872473675,1,1042764,27731,A_23_P206877,FALSE,chr16
ZSWIM4,zinc finger SWIM-type containing 4,Down,65249,0.17914968678379387,0.462610872473675,1,1028106,14488,CUST_642_PI416379584,FALSE,chr19
SYT12,synaptotagmin 12,Down,91683,0.17920690027117012,0.462639314079788,1,1036706,22175,A_23_P421306,FALSE,chr11
GSG1,germ cell associated 1,Up,83445,0.1793213680038519,0.46281551010066313,1,1038167,23531,A_23_P139864,FALSE,chr12
DMGDH,dimethylglycine dehydrogenase,Up,29958,0.17955046654116416,0.46328739292533316,1,1044131,28965,A_23_P257803,FALSE,chr5
COBL,cordon-bleu WH2 repeat protein,Down,23242,0.1796077751571905,0.4633158836744219,1,1045884,30557,A_32_P86173,FALSE,chr7
TIMP2,TIMP metallopeptidase inhibitor 2,Up,7077,0.17995191241004618,0.4638737243122096,1,1050778,34921,CUST_12480_PI416261804,FALSE,chr17
CHPT1,choline phosphotransferase 1,Down,56994,0.17995191241004618,0.4638737243122096,1,1041020,26124,CUST_7653_PI416261804,FALSE,chr12
DIRAS2,DIRAS family GTPase 2,Down,54769,0.18000931622500962,0.4638737243122096,1,1042711,27681,A_24_P24905,FALSE,chr9
TNIP2,TNFAIP3 interacting protein 2,Up,79155,0.18000931622500962,0.4638737243122096,1,1019142,6917,CUST_8923_PI416261804,FALSE,chr4
KCNJ4,potassium inwardly rectifying channel subfamily J member 4,Up,3761,0.18012416467309364,0.4640168454567911,1,1019750,7394,CUST_45_PI416383280,TRUE,chr22
GPR183,G protein-coupled receptor 183,Up,1880,0.18018160930907454,0.4640168454567911,1,1057411,40186,CUST_9087_PI416261804,FALSE,chr13
SERTAD2,SERTA domain containing 2,Down,9792,0.18023906755492056,0.4640168454567911,1,1024659,11482,A_23_P56949,FALSE,chr2
MLYCD,malonyl-CoA decarboxylase,Down,23417,0.18029653941206053,0.4640168454567911,1,1045727,30414,A_23_P88810,FALSE,chr16
ABHD11,abhydrolase domain containing 11,Down,83451,0.18029653941206053,0.4640168454567911,1,1023804,10734,A_23_P315933,FALSE,chr7
ATP2A2,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2,Down,488,0.18041152396593488,0.46419347404801437,1,1058984,41534,A_24_P73290,FALSE,chr12
SPRY1,sprouty RTK signaling antagonist 1,Up,10252,0.18046903666552436,0.4642180671146491,1,1029975,16100,A_23_P144476,FALSE,chr4
BOD1,biorientation of chromosomes in cell division 1,Down,91272,0.18058410291714178,0.4642180671146491,1,1011868,1155,A_32_P93852,FALSE,chr5
SNTA1,syntrophin alpha 1,Up,6640,0.18069922364818275,0.4642180671146491,1,1051251,35328,A_23_P57227,FALSE,chr20
SEMA3G,semaphorin 3G,Up,56920,0.18069922364818275,0.4642180671146491,1,1041096,26194,A_23_P6818,FALSE,chr3
PM20D2,peptidase M20 domain containing 2,Down,135293,0.18069922364818275,0.4642180671146491,1,1023771,10702,A_32_P86118,FALSE,chr6
SPATS2L,spermatogenesis associated serine rich 2 like,Down,26010,0.18069922364818275,0.4642180671146491,1,1020577,8099,A_23_P131255,FALSE,chr2
MMS19,"MMS19 homolog, cytosolic iron-sulfur assembly component",Up,64210,0.18075680444704992,0.46424689400686275,1,1039949,25183,A_24_P369263,FALSE,chr10
DHRS11,dehydrogenase/reductase 11,Up,79154,0.18092962859412598,0.4644443900279941,1,1039326,24619,A_23_P27005,FALSE,chr17_KI270857v1_alt
SAR1B,secretion associated Ras related GTPase 1B,Down,51128,0.18098726389805367,0.4644443900279941,1,1043724,28604,A_23_P92842,FALSE,chr5
HECTD2,HECT domain E3 ubiquitin protein ligase 2,Down,143279,0.181044912831803,0.4644443900279941,1,1063594,42950,A_23_P355525,TRUE,chr10
CCAR2,cell cycle and apoptosis regulator 2,Up,57805,0.18116025159445281,0.4644443900279941,1,1027261,13715,A_24_P38446,FALSE,chr8
ENPP1,ectonucleotide pyrophosphatase/phosphodiesterase 1,Up,5167,0.18116025159445281,0.4644443900279941,1,1053250,36861,A_23_P156880,FALSE,chr6
JUND,"JunD proto-oncogene, AP-1 transcription factor subunit",Up,3727,0.18121794142619504,0.4644443900279941,1,1059545,46038,A_23_P365610,FALSE,chr19
ZNF362,zinc finger protein 362,Down,149076,0.18127564489344222,0.4644443900279941,1,1034486,20138,A_23_P137543,FALSE,chr1
ZFAND5,zinc finger AN1-type containing 5,Up,7763,0.18127564489344222,0.4644443900279941,1,1015013,3712,A_23_P71752,FALSE,chr9
IMPA1,inositol monophosphatase 1,Down,3612,0.1813333619976142,0.4644443900279941,1,1013393,2367,A_24_P183864,FALSE,chr8
INPP5F,inositol polyphosphate-5-phosphatase F,Up,22876,0.1814488371224077,0.4644443900279941,1,1046229,30881,A_24_P4426,FALSE,chr10
NECAB1,N-terminal EF-hand calcium binding protein 1,Down,64168,0.1814488371224077,0.4644443900279941,1,1039962,25194,A_24_P33989,FALSE,chr8
KLHDC3,kelch domain containing 3,Up,116138,0.1814488371224077,0.4644443900279941,1,1036083,21597,A_23_P156568,FALSE,chr6
NCOA7,nuclear receptor coactivator 7,Up,135112,0.18150659514586573,0.4644443900279941,1,1011283,736,A_24_P12435,FALSE,chr6
PICALM,phosphatidylinositol binding clathrin assembly protein,Down,8301,0.18156436681192142,0.4644443900279941,1,1024970,11749,A_23_P203658,FALSE,chr11
SHC2,SHC adaptor protein 2,Up,25759,0.18156436681192142,0.4644443900279941,1,1016813,5081,A_32_P205624,FALSE,chr19
SETBP1,SET binding protein 1,Down,26040,0.1816221521219917,0.4644443900279941,1,1045083,29825,A_32_P32413,FALSE,chr18
EXOSC5,exosome component 5,Up,56915,0.1816221521219917,0.4644443900279941,1,1041101,26199,CUST_6841_PI416261804,FALSE,chr19
MRPL50,mitochondrial ribosomal protein L50,Down,54534,0.18173776367984165,0.46453203306035995,1,1069227,44223,A_32_P38404,TRUE,chr9
CALCRL,calcitonin receptor like receptor,Down,10203,0.18179558993045242,0.46453203306035995,1,1047703,32203,CUST_14234_PI416261804,FALSE,chr2
ITIH5,inter-alpha-trypsin inhibitor heavy chain 5,Up,80760,0.18179558993045242,0.46453203306035995,1,1028710,14991,A_23_P104252,FALSE,chr10
TMEM64,transmembrane protein 64,Down,169200,0.18185342983074065,0.46456128732781554,1,1010471,152,A_32_P18723,FALSE,chr8
CHST11,carbohydrate sulfotransferase 11,Up,50515,0.18208492595694617,0.46503403431085416,1,1061967,42536,A_32_P99171,TRUE,chr12
VPS72,vacuolar protein sorting 72 homolog,Up,6944,0.18231664059104463,0.4654764564818516,1,1050908,35032,CUST_4665_PI416261804,FALSE,chr1
TCP11L2,t-complex 11 like 2,Down,255394,0.182374603402013,0.4654764564818516,1,1032851,18652,CUST_6442_PI416261804,FALSE,chr12
LRRC58,leucine rich repeat containing 58,Down,116064,0.18243257987677894,0.4654764564818516,1,1015001,3701,A_32_P37974,FALSE,chr3
ACOX1,acyl-CoA oxidase 1,Down,51,0.18249057001675148,0.4654764564818516,1,1029686,15833,A_23_P206945,FALSE,chr17
OXR1,oxidation resistance 1,Down,55074,0.18249057001675148,0.4654764564818516,1,1018072,46848,A_24_P221445,FALSE,chr8
HNRNPUL1,heterogeneous nuclear ribonucleoprotein U like 1,Down,11100,0.18254857382333967,0.4655058360751015,1,1030341,16406,A_23_P502612,FALSE,chr19
PRELID3B,PRELI domain containing 3B,Down,51012,0.18266462244199408,0.46559409412477004,1,1043888,28743,A_24_P288424,FALSE,chr20
GCLC,glutamate-cysteine ligase catalytic subunit,Down,2729,0.182722667256875,0.46559409412477004,1,1056399,47094,A_23_P352879,FALSE,chr6
VDAC1,voltage dependent anion channel 1,Up,7416,0.182722667256875,0.46559409412477004,1,1050400,34615,A_23_P144816,FALSE,chr5
DSTYK,dual serine/threonine and tyrosine protein kinase,Up,25778,0.1827807257440008,0.4656235531926798,1,1024230,11130,A_32_P71943,FALSE,chr1
